domain,sentence
laptops,Externally the keys on my keyboard are falling off  after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit  and the screen has a terrible glare .
laptops,"The next time I had an issue my lightscribe would ""nt"" work ."
laptops,The touchpad is extremely sensitive  which is the only drawback .
laptops,also it comes with very useful applications like iphoto that it is the best photo application i have ever had
laptops,- Bluetooth -LRB- 2.1 -RRB-  Fingerprint Reader  Full 1920x1080 screen - Integrated Mic / Webcam * - Dual touchpad mode is interesting  and easy to use -5 USB ports - Runs about 38-41C on idle  Up to 65 -LRB- for me -RRB- on load - Very quiet - I could go
laptops,They don t translate from a Mac  even on Word  resulting in a ton of run-on sentences .
laptops,The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it  but I like the big screen on it .
laptops,Summary : They played games with me for the warranty period .
laptops,"In November my computer messed up entirely and would ""nt"" power on after intalling a Windows update  I had to have my HD flashed and lost EVERYTHING on it  including my school assignments and irriplaceable pictures that were only in digital format and several other things  when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history ."
laptops,I can have both OSX and Windows XP running at the same time !
laptops,Overall : Poor  Features : Average  Performance : Poor  Battery Life : Excellent  Price - Value : Poor
laptops,Microsoft seems to be unable to keep up with repairs for the multitude of windows problems .
laptops,The graphics are stunning .
laptops,-LRB- I found a 2GB stick for a bit under $ 50 -RRB- Nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours  or at the hotel taking care of some last minute details and documents
laptops,after much effort and 10 days ASUS replaced itThe WiFi is very weak .
laptops,You can call HP and they want you to buy more software to fix it .
laptops,It is easy to navigate and update programs .
laptops, Applications respond immediately -LRB- not like the tired MS applications -RRB- .
laptops,All in all  a very disappointing experience except that I learned how good the Geek Squad is and also Customer Service .
laptops,The only drawback for me is how dirty the screen gets  and rather quickly too .
laptops,The laptop is very lightweight  can easily carry around in a knapsack full of text books and it barely adds any weight .
laptops,Seems to slow down occassionally but can run many applications -LRB- ie Internet tabs  programs  etc -RRB- simultaneously .
laptops,I also did not like the loud noises it made or how the bottom of the computer would get really hot .
laptops,I had in the past a Dell laptop and they sent me the items it needed or they sent a repair technician to my house to fix it .
laptops,defective software .
laptops,This computer was so challenging to carry and handle .
laptops,Cords coming out the right for power plus cords coming out front for headphones / mic plus network connection on left make for a very messy setup with cords going every direction .
laptops,"Unless you want to be inconvenienced with a non working power supply which you ca ""nt"" find a replacement for because they made the attachment so small ."
laptops,It is much faster than my desktop which is a Core2 Quad running at 2.83 GHz .
laptops,It is good to know that I can mobilize without having to worry about the battery life .
laptops,The screen is nice  side view angles are pretty good .
laptops,"The fact that the screen reacts to the lighting around you is an added luxury-when you are working around others in dark areas and want privacy or do ""nt"" want to bother them with bright lighting  it is very convenient to have a darker  softer lit screen ."
laptops,3 weeks went by and the computer keeps crashing and will not open any applications .
laptops,Not to mention sometimes the whole charger unit will decide not to work entirely .
laptops,Looks nice  but has a horribly cheap feel .
laptops,"I have other computers that get strong signals that do ""nt"" drop in places that this `` net `` book loses its signal ."
laptops,The feel of this is better than the Toshiba  too .
laptops,I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality !
laptops,I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home  and it runs just fine .
laptops,I am not sure if it was the drive itself  however ;
laptops,"Also  one of the users mentioned how the edges on the macbook is sharp  if you have money to spend on one of the incase shells  it does ""nt"" seem to be a problem ."
laptops,It is easy to use  its keyboard easily accommodates large hands  and its weight is fantasic .
laptops,Called Acer many times  they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer !
laptops,I should have checked this before I installed my applications .
laptops,The battery is really long .
laptops,Anyway  in early July of this year  the DVD burner stopped working  and the computer stared having issues with power supply .
laptops,Had some trouble finding a case that it would fit in .
laptops,This computer that I have has had issues with the keyboard where it lost half the keyboard functions .
laptops,Comes with iMovie ;
laptops,COMPUTER HAS BEEN AT SERVICE FACILITY MORE THAN IN MY HANDS .
laptops,When I called Sony the Customer Service was Great .
laptops,even though I had the receipt in front of me proving it still had 2 months left on the warranty .
laptops,It is a much more streamlined system for adding programs  using the internet  and doing other things everyone does on a computer .
laptops,My computer froze on several occasion  had buttons that randomely would fall off and even had moments when the computer would refuse to turn on at all .
laptops,Not even safe mode boots .
laptops,This is an over-sized  18-inch laptop .
laptops,I had to pay $ 100 for a universal charger for this cheap $ 300 laptop .
laptops,The powerpoint opened seamlessly in the apple and the mac hooked up to the projector so easily it was almost scary .
laptops,1 . You can not change your desktop background -LRB- windows 7 starter does NOT support that function -RRB- .
laptops,Took me 11 hours  3 trips to different FedEx offices  and brutal conversations with 14 of the worse IT support technicians in the world .
laptops,As usual at customer service center  she asked me to hold for a moment while she went to the back-office and compare it with other same model netbooks and discussed it with her colleague -LRB- I could see them -RRB- .
laptops,"The screen gets smeary and dusty very quickly and it ""s"" very noticeable ."
laptops,Strengths : Well - shaped Weaknesses : A bad videocard !
laptops,"You ca ""nt"" even get a satellite card which is why I bought to begin with ."
laptops,The battery life  before the battery completely died of course  left much to be desired .
laptops,It is a REAL touchpad  not the toy I saw in other brands .
laptops,"Long story  but after many calls to various offices  I was told that no one can override the depot and that managers do ""nt"" take phone calls or e/mails ."
laptops,Price and purpose is awesome !
laptops,Wonderful zooming .
laptops,The screen is huge and coloful  but no LED backlighting .
laptops,In all honesty  if someone is looking for a quality laptop and willing to pay a little more money for a normal sized laptop than a cheaper and less impressive laptop  then do not buy this computer .
laptops,Everything about this computer is easy to use .
laptops,Worse  for the price I could get a * netbook * that outperforms this machine .
laptops,It had most of the features and all of the power that I wanted to replace my desktop machine .
laptops,Keyboard was also very nice and had a solid feel .
laptops,It did not have all the features I expected it to have .
laptops,No luck  although I waited for hours on the phone-Visited MacHouse  they stated the their call center is down due to too many phonecalls -LRB- difficult to believe -RRB- .
laptops,There is a backlit keyboard which is perfect for typing in the dark .
laptops,It has a lot of memory and a great battery life .
laptops,"I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter  so it ""s"" not just an isolated incident !!!"
laptops,I love this program  it is superior to windows movie maker .
laptops,He has replaced his hard drive twice and -LRB- of course -RRB- has had to pay for antivirus software every year .
laptops,This purchase opened me to the world of Macbooks  and I am impressed with the intuition of the design  the beauty of the product  and the excellent technological advances associated with it .
laptops,The price is great for this model  I only plan on using it for media in the entertainment room .
laptops,It seemed to be a very nice laptop except I was not able to load my Garmin GPS software or Microsoft Office 2003 .
laptops,"I ""ve"" also had to have the keyboard replaced at my expense ."
laptops,"I had the staff telling me older version did not make the fan noise cause it is a `` different """" computer ."
laptops,Was very much worth the price i paid .
laptops,Even out of warranty !
laptops,This is a great little computer for the price .
laptops,Crisp screen  great battery life  and plenty of storage .
laptops,All apple associates are always wiling to help you out with anything  no matter when you purchased the computer and how many years passed .
laptops,Also  my sister got the exact same laptop -LRB- since they were so cheap -RRB- and after 8 months  the screen split in half just from everyday use .
laptops,The Toshiba Satellite has been more than I expected for the price .
laptops,I had to adjust my mousepad sensitivity  because it is very sensitive .
laptops,"I wish iWork or MS Office came with the Mac  but MS Office does ""nt"" even come with most pc laptops ."
laptops,Keyboard is plastic and spongey feeling .
laptops,"previous laptops were pc ""s""  still have them  but the mac osx is a clean and smooth operating system ."
laptops,i also love having the extra calculator number set up on the keyboard which most laptops do not have .
laptops,Because he said that the hinge is under the motherboard and they have to dismantle the whole thing before it can be tightened .
laptops,You can do it all on this bad boy but the main thing this netbook was desinged for was surfing the web and boy o boy does it ever .
laptops,I love my Apple  it is quick and easy to use .
laptops,With notes saying they replaced the hard drive .
laptops,The laptop is relatively simple to use  though I bought Macs for Dummies  which is well worth $ 2
laptops,"Ca ""nt"" close the 2nd HDD bay since there are brackets you have to break off -LRB- even then  it still does ""nt"" shut -RRB- That could be a major flaw for the dual HDD user ."
laptops,No tutorials on the display .
laptops,The leather carrying case  keyboard and mouse arrived in two days from Memphis warehouse .
laptops,The touch pad is among the best .
laptops,"Thus  when you carry it at a slanted angle  the screen will `` topple """" or `` slide """" down  if you understand what I mean ."
laptops,"It ""s"" now all commodity hardwar e."
laptops,We also use Paralles so we can run virtual machines of Windows XP Professional  Windows 7 Home Premium  Windows Server Enterprise 2003  and Windows Server 2008 Enterprise .
laptops,How Toshiba handles the repair seems to vary  some folks indicate that they were charged for even an intial fix  others had the repair done 5 times .
apex,repost from january 13  2004 with a better fit title .
apex,does your apex dvd player only play dvd audio without video ?
apex,or does it play audio and video but scrolling in black and white ?
apex,before you try to return the player or waste hours calling apex tech support  or run the player over with your car  try these simple troubleshooting ideas first .
apex,no picture :
apex,hopefully you still have the remote control .
apex,if you tossed it out the window  you need to fetch it .
apex,using the remote control  press the i/p button located on the bottom right corner of the remote .
apex,the i/p button switches the tv display between interlace and progressive .
apex,if this doesnt bring back the picture  try pressing this button without playing a dvd .
apex,if you dont get video back  now you can run the player over with your car !
apex,picture scrolling in b/w :
apex,you need the remote control for this so you better get it from your dog before he burries it in the backyard .
apex,press the p/n button located on the bottom right corner of the remote .
apex,the p/n button switches your dvd players video output signal between pal and ntsc .
apex,by pressing p/n  you should be able to get a good picture on the screen .
apex,for other problems go to http://www.apexdigitalinc.com/support.asp
apex,i hope i have helped you continue to enjoy the apex dvd player with these troubleshooting tips .
apex,i have done some research and experimenting with the remote when my apex ad-2500 seemed to have lost its video signal .
apex,im a more happier person after discovering the i/p button !
apex,the button was probably accidentally pushed to cause the black screen in the first place .
apex,but  if you re looking for my opinion of the apex dvd player  i love it !
apex,i ve had the player for about 2 years now and it still performs nicely with the exception of an occasional wwhhhrrr sound from the motor .
apex,for the price it is a well spent investment !
apex,i would recommend buying one .
apex,i ve owned 6 or 7 dvd players since 1998 .
apex,it s very sleek looking with a very good front panel button layout  and it has a great feature set .
apex,its fast-forward and rewind work much more smoothly and consistently than those of other models i ve had .
apex,it plays alternate video formats ( vcds  svcds  cvds ) very well .
apex,and amazon.com has it for such a great price -- how can you go wrong ?
apex,i ve bought one for the den and will buy a 2nd one for the bedroom .
apex,strengths are well listed by other reviewers .
apex,what got me to buy was the reviewer that said it would play dvd-rs fill of files ( e.  mp3s ) .
apex,i have a dvd burner on my computer and a zillion mp3s  and it s a lot nicer to access them 4.5 gb at a time ( dvd-r ) than 0.7 gb at a time ( cd-r ) !
apex,another nice thing is that the unit has both optical and coax digital audio outputs  though the latter was not mentioned in the literature i d scanned before buying .
apex,saved me from having to buy an expensive optical cable  as i already had a coax cable .
apex,at double-speed ( 2x forward speed )  it still plays mp3s with sound -- they are pitch-corrected and smooth  but twice as fast !
apex,i wish it would do the same for movies  but that s one rare / cool feature you will have to forgo .
apex,weaknesses are minor : the feel and layout of the remote control are only so-so ; it does nt show the complete filenames of mp3s with really long names ; you must cycle through every zoom setting ( 2x  3x  4x  1/2x  etc. ) before getting back to normal size  sorry if i m just ignorant of a way to get back to 1x quickly  .
apex,if you re a bargain hunter and you want a great feature set for a rock-bottom price  i highly recommend this model .
apex,"update : the finish is more "" mirror "" than silver -- and i like it !"
apex,many of our disney movies do nt play on this dvd player .
apex,i spoke to a rep. at apex and was told that a new format is being used and we wont be able to view any disney movies made in the last couple months .
apex,player has a problem with dual-layer dvd s such as alias season 1 and season 2 .
apex,for the money  get a better quality player .
apex,player works and looks great - if you can get the dvd s to play .
apex,"i know the saying is "" you get what you pay for "" but at this stage of game dvd players must have better quality than this - there is no excuse ."
apex,will never purchase apex again .
apex,customer service and technical support are overloaded and nonresponsive - tells you about the quality of their products and their willingness to stand behind them .
apex,pass this player up  and never believe the reviews on a product right before christmas !
apex,for the first few weeks  this player was everything i expected it to be  an affordable multi-format dvd player with a stylish slim case as advertised .
apex,then my dvds would stop playing in the middle  or not even be read at all .
apex,new cds almost always began skipping after a few plays .
apex,i thought it was just the player  but then i started checking the discs to find that the apex 2600 is actually ruining my media .
apex,there are funny little ridges on the dvd that look like the slice of a tree trunk !
apex,this player is not worth any price and i recommend that you do nt purchase it .
apex,i intend to contact the company  but from what i ve read .
apex,i just got screwed out of fifty bucks .
apex,* sigh .
apex,no way to contact their customer service .
apex,very bad quality .
apex,i bought this apex 2600 dvd player for myself at christmas because it got good reviews as a good value for the money on a variety of different sites .
apex,i took it to my father s house to play a tom jones concert dvd and he loved the player so much i gave it to him .
apex,now i need to buy myself another one !
apex,i always research electronics online before i buy because even within the same company  some models are better than others .
apex,my dad also has an apex tv and it was another great value for the money .
apex,great quality picture and features .
apex,thought i d weigh in here with my stats .
apex,i ve bought 3 apex dvd players now .
apex,i am back to using # 1 .
apex,nice machines  but i consider their quality pretty low now .
apex,the door would not close .
apex,i tried to contact apex to return it ( i missed the amazon return period ) and it took 3 months to get through to their customer service dept .
apex,i am still trying to resolve it four months later .
apex,it looks great - and is loaded with features .
apex,- not playing some dvds and then finally after less than 60 days  it just would not recognize anything i pop in it .
apex,save money on the long run - buy something decent once instead of buying cheap every month .
apex,the apex 2600 has been a steady performer for me .
apex,"it did also seem to have a strong "" new electronics "" smell for some time ."
apex,"the only thing i did experience was a problem of the player freezing while playing  which i was able to clear by opening it up and blowing it out with "" canned air . """
apex,this problem vanished after the first month  so i assume it was a temporary dust issue .
apex,the two main reasons i had for getting this model were the range of disks types played and the recommendation of a friend .
apex,( he had owned two apex dvd players  and was pleased with both of them . )
apex,the fact that this model would play jpeg slideshows was a big plus for me as a visual artist  and i discovered by accident ( it is not mentioned anywhere in the literature ) that it will play mpeg1 files on a regular cd-r data disk without vcd formatting .
apex,the remote is okay  but i am not a fan of remotes with tiny buttons .
apex,i especially like the more commonly used buttons  such as play  pause  and stop  to be larger and conveniently placed .
apex,while it is true that it will stand on end  it is also easy to knock over that way .
apex,i also did nt like the way it displayed information way down into the screen when you are in zoom mode .
apex,the zoom goes up and down in magnification  which is nice  but there is always a display of the zoom size about one-quarter of the way down from the top of the screen that interferes with viewing at most settings .
apex,having spent considerable time with professional video gear  i find onscreen displays annoying .
apex,i have not used the progressive scan feature .
apex,this model has come down in price since i purchased mine .
apex,while it seems like some people have had trouble with theirs  mine has run well  and i would recommend it if you are considering a dvd player purchase .
apex,any possible problems should be weighed against the bang-for-the-buck factor  along with the fact that companies like apex seldom have good after-sale support .
apex,i purchased this unit 3 months back and i think the unit knew when my warrenty expires .
apex,i can only hear the sound .
apex,i changed video cables  tried connecting to tv on input1 and input2 but no help .
apex,i think you get what you pay for stands true .
apex,i have had this player for 3 months and have been able to see a total of 6 dvd s  after the frustration and aggrivation of getting the player to do it s job .
apex,i have tried many times to get a hold of apex who does nt seem to answer their emails and telephone number is constantly busy as ( i believe ) the one lonely customer service rep is probably extremely overworked .
apex,as i emailed to the the customer service department  the only thing this player has done consistantly is use enought electricity to keep the red led burning .
apex,do yourself a favor and save your money to get something of better quality  or at least works .
apex,if i could give this a negative rating  i would .
apex,i am surprised amazon still carries this after all of the continued problems .
apex,wo nt play a lot of discs .
apex,i can only confirm what other customers have said - crap !
apex,some movies it played yesterday  it wo nt play today .
apex,it wo nt play 80 % of my movies  which are all store boughten .
apex,tech support from apex is literally - nonexistent .
apex,amazon  do your customers a big favor  do nt carry this item  and give them refunds !
apex,there should have been a recall on this product .
apex,fair warning - do not buy .
apex,i repeat - do nt wast your money .
apex,it is embarassing getting phone calls from family members telling you that the dvd player you gave them less that 3 months ago is no longer working .
apex,one stopped working in february and the other in march .
apex,amazon has been working with me to refund my money  but they reminded me that i have past the 30 day return policy and this was a courtesy return .
apex,i have had great experience with amazon  but i will probably not buy electronics any more from them to avoid any future return problems .
apex,the dvd player does not work properly .
apex,the player usually plays dvd s  but has occasional problems such as : 1 ) not recognizing a dvd 2 ) stopping a particular point in a movie every time we played it 3 ) not being able to access certain special features on a rental dvd .
apex,after we discovered the problems  we tried to contact apex ( fkor 3 months )  but we never got in touch with them.the customer support telephone number is always busy  and they do not answer their web customer support .
apex,i have had this dvd player for about 3 months now .
apex,unfortunately it can t play all of the dvd .
apex,i have several tv shows on dvd so they are divided by episode .
apex,on 2 dvds so far it refuses to play certain episodes with no problems on the others on the dvd .
apex,luckily i also have a ps2 which can play those episodes the player can t .
apex,unfortunately i bought a player because the ps2 could nt play all my dvds  and now the player can t play everything .
apex,i purchased this as a christmas gift for my husband .
apex,we tried it out christmas night and it worked great .
apex,even viewed cds full of jpgs .
apex,we did nt get to use it again for over a month ( sad  i know ) .
apex,we saw reviews that said the same thing  and also saw here that their customer service stinks .
apex,though we were past the deadline for returns ( by a few days )  i contacted amazon right away and pleaded for help .
apex,they authorized my late return  and hopefully they are giving apex heck .
apex,i hate apex but love amazon  and i tell everyone .
apex,do not buy this player .
apex,"we ve purchased 3 universal remotes so far-all claiming to work "" apex "" dvd players and none worked ."
apex,called customer service and basically was told to either keep buying univ. remotes to try or buy the replacement remote for $ 23 ( which is almost half of what i paid for the whole player ) .
apex,if anybody knows of a remote to work this-i d love to hear from you !
apex,( on here of course ) also  a couple dvd s would nt play and they were new ones !
apex,i had to return the remote on this product because it appeared to be defective .
apex,it took over 2 months and repeated follow-up to get it replaced .
apex,the customer service dept did not list a toll free number and it was a real hassle to get through on their regular line .
apex,i would not be inclined to purchase an apex product again .
apex,door broke after a month .
apex,unit took forever since the begiining to recognize and play discs .
apex,forget about it .
apex,it s money down the drain .
apex,get cheaper panasonics or toshibas or even sonys .
apex,well  it was nice while it lasted .
apex,after @ 3 months  it stoppped playing higher number scenes on dvds .
apex,i had hoped this was bought from walmart so that i could return it !
apex,it sends discoutinous signals to tv  so the tv has the pictures for one moment and has only the white noise for the other moment .
apex,the other thing i do nt like about this 2600 is that it makes the color look over saturated .
apex,maybe it s good for tvs with not so good color settings  but not good for my tv that already has very vibrant pictures .
apex,i purchased the ad2600 after feeling comfortable with the reviews i read here on amazon .
apex,as soon as i lifted the unit out of the box  i questioned my judgement .
apex,there were sharp screw tips on the underside of the unit coming from inside that were obviously used to anchor the internal control board .
apex,after hooking the thing up  i found that it would only played less than 50 % of the dvds i put in it .
apex,most of the dvds i was trying were fairly new and were in great condition .
apex,the dvd player just wouldt recognize them .
apex,it would spin  read  spin some more and then show on the display that there was no disc .
apex,i ended up sending the unit back to amazon .
apex,now it would have gotten 5 stars had this baby come with features to upgrade the firmware and was able to play divx or avi videos .
apex,but for $ 49.99 go get one !
apex,features and looks this dvd player is overpriced had it come with sony or one of the other top brand names .
apex,i have not even used my new dvd player and already i am disapointed !
apex,i have been trying for over a week to contact apex .
apex,they will not respond to my emails ( promised turnaround time is 24 hours ) and the phone line is constantly busy .
apex,all i am looking for is a rebate form !
apex,i accually did nt buy the apex ad-2600 from amazon but  the reviews i found here helped me purchase it .
apex,i have owned an apex ad-3201 for close to 3 years now and i love that deck .
apex,because of it s hidden features ( no macrovision  non-regional ) i keep this baby around to watch non-american region dvd s .
apex,however  the ad-2600 does nt have this feature ( for now ) .
apex,the cool thing about the ad-2600 it plays alot of different file like mp3  wma cds  jpeg and kodak picture cds  dvd s  dvd - / + r s .
apex,it s not a listed feature but  the one thing that sold the unit is that it plays mpeg video .
apex,for the money apex machines have good features .
apex,you can t find the mpeg playback on high priced units .
apex,it s low profile  space saving design looks nice .
apex,i received this dvd player free with the purchase of a palm tungsten e from officemax .
apex,this is the second apex dvd player i ve had - and the last .
apex,my first player ( model ad-500a ) went into the trash about 6 months after i bought it .
apex,same story as everybody else when trying to get service from apex - nothing .
apex,pay a few more bucks and get something else - it ll be worth it in the long run .
apex,i was surprised to find that not only could this dvd player play mpeg2 format which allowed me to stack 2 movies on a dvd  but it also was able to play vob files which i created with smart ripper .
apex,the aff feature did a great job converting the letterbox to fill 3/4 of the screen and the image still looked normal .
apex,loved the slim design .
apex,this unit was working fine for the 1st month and a half and then the color signal disappeared .
apex,apex has still not responded to my email describing the problem after almost a week and their customer service line is always busy .
apex,it plays all my back-ups  + or -  and everything else i have put in it without a hick up .
apex,audio is excellent .
apex,well worth the money .
apex,after having bought and been disappointed in another brand of dvd player  i purchased the apex ad2600 from amazon and first of all i should say it was delivered much more quickly than i had expected .
apex,( good going  amazon ).
apex,i am very pleased with the apex ad2600.it plays just about anything you put in the drawer .
apex,so far i ve played regular dvd s  backup dvd-r s  mp3 cd s  and regular cd s .
apex,i have not yet tried the photo show capability  but i m thinking that will probably work well too  based on the success with the above mentioned disks .
apex,i do want to mention too that it is certainly worthwhile to read the instruction manual that comes with the unit .
apex,the comments i ve read about having problems with this dvd player all seem to stem from pushing the incorrect buttons on the dvd remote.for instance  pushing the button to play pal ( european type ) movies  when an ntsc ( usa type ) movie disk is in the disk tray .
apex,so  if you read the instructions well  you should nt have any problems with this dvd unit .
apex,i can t speak to its long-term reliability  as i ve only had the apex ad2600 for a little over a week at this point .
apex,bottom line for me is that for the price i do nt think you can go wrong at all by purchasing this dvd player .
apex,wow !
apex,comes with standard rca jacks for output  along with s-video output ( s-video cable not included  must be purchased seperately ) and also component video outputs .
apex,the progressive scan option can be turned off easily by a button on the remote control which is one of the simplest and easiest remote controls i have ever seen or used .
apex,"i also own an "" apex ad 1201 "" dvd player and have had no problems with it since i purchased it almost 1 1/2 years ago ."
apex,one big difference between the 1201 and the 2600 models is that the 2600 model is virtually silent .
apex,and does nt need to be placed in a cabinet like the 1201 does .
apex,friends of mine who own apex tv sets are also all very pleased .
apex,i would not hesitate to purchase this if you are uncertain of the brand name .
apex,consider it for a future gift too !
apex,this dvd play is basicly junk .
apex,keeps coming up with no disk errors .
apex,i tried called apex cust service  no help .
apex,do nt waste your money .
apex,this is the 4 apex player that i have bought .
apex,you might think you are saving money by buying an apex but in the long run you will spend more .
apex,you can get a pretty good progressive scan sony or toshiba now for 68 bucks just about anywhere .
apex,spend the money its well worth it .
apex,this is the best dvd player i ve purchased .
apex,i ve owned a panasonic and sony dvd and this one outperforms in function and image quality and most of all  access speed .
apex,for those of you who has problems with this player  i d suggest checking the owners manual to get the right setting so that you are not displaying the wrong mode and have no picture  etc.
apex,this player has worked flawlessly for me and at this price  you can t go wrong .
apex,80 % of the features on here you will not get by spending $ 100 on a sony or panasonic .
apex,"having said that  this is what you do . "" add to cart "" !"
apex,""" check out "" !"
apex,""" enjoy "" !"
apex,i have sent my ad2600 back to apex because it wo nt play certain disney and other dvd movies ( no disc message ) .
apex,they sent me a new ad2600 with the same problem .
apex,i call apex customer service and they told me that there is a known problem with the model playing disney and other movies and that it is not there problem so i m stuck with a new dvd player that wo nt play my kids disney movies .
apex,i bought this dvd player mainly because my old sharp dvd player could not play most of the dvds from the store that i rent from and i had to watch them using my pc s dvd-rom player .
apex,well  this apex dvd player turned out great !
apex,i have to say i m also pretty impressed by the user interface for playing jpeg  mp3 and mpeg files stored on cd-rs / dvds .
apex,it s almost like having a media player / file manager built into the dvd player .
apex,i did not want to have high expectations for this apex player because of the price but it is definitely working out much better than what i would expect from an expensive high-end player .
apex,what more can you ask for from a $ 40 dvd player ?
apex,i guess i m just lucky to get a good working unit !
apex,hope the unit lasts as i ve only had it for 3 days .
apex,one bad thing though  i find the remote-control a bit flimsy and i predict it will most probably  die  before the player does .
apex,finally  amazon s free shipping is really getting good  it took only 3 working days for the player to reach me !
apex,i purchased two of these players for christmas gifts  and both were bad .
apex,the first one would nt work from the start .
apex,the second lasted about two weeks before the video went out !
apex,amazon.com promptly refunded my money for the first one  because a replacement was not available ( thanks amazon.com !
apex,i am still trying to resolve the problem with the second one .
apex,i will never buy another apex digital product !
apex,for the most part this is a good dvd player .
apex,but about 25 % of dvd s i ve played on ithave a problem  when watching a movie the picture will freeze  but the dvd still plays  and eventualy the picture kicks back in after skipping a few moments .
apex,usually i just skip to the next chapter to avoid it .
apex,annoying .
apex,it is connected to an old television set via composite video and analog audio outputs .
apex,there was neither picture nor sound .
apex,connecting the same outputs to a video card in my computer  there was sound but still no picture .
apex,the trouble shooting section in the user s manual  suggesting correct and secure connections  does nt help .
apex,i searched on the internet and found one tip which solved our problem : press i/p button on the remote control .
apex,it makes the dvd player to switch between interlace mode and progressive scan mode .
apex,obviously there is no composite video output and different analog audio signals at progressive scan mode .
apex,we are overall pleased with product .
apex,i would have rated it five stars but for the poor manual .
apex,i think most of you people complaining about no video is due to you hitting the wrong button either the p/n = pal / ntsc or the i/p is set to progressive scan .
apex,another stupid move .
apex,i purchased this as a christmas gift on 12-4 - 03 .
apex,it worked from 12-26 to 1-9 at which time the picture failed completely ( see other negative reviews-my unit was nt the only one this happened to . )
apex,i tried calling the support number for a week  several times a day  and always got a busy signal .
apex,i also registered the unit online and posted two messages to the apex support person ( there can t possibly be more than one !
apex,neither message was answered ( they ask for 24 hours before replying - i ve been waiting 27 days . )
apex,i finally returned the unit to the company along with copies of my messages and return info .
apex,let me quote a customer service rep from one of the authorized apex service locations in my state ( they only service apex tv s  not dvd players ) :
apex,""" you can send it in  but i would nt count on ever seeing it or a replacement again ."
apex,it only read the dvds 10 % of the time  otherwise i would get a no disc screen .
apex,i got this dvd player as a gift and had to send it back .
apex,amazon was supposed to send me another one  but did nt and sent me a gift certificate instead ( i m guessing because the price has gone up on this unit since december ).
apex,good :
apex,progressive scan player for a relatively low price ( although the better known manufacturers like toshiba  pioneer  and panasonic are now offering lower-priced progressive scan players as well ) .
apex,seems to read most dvds fine  and reads quietly ( i had a pioneer player that had fairly loud disc spin noise ) .
apex,also  i have not had trouble reading svcds that i created and vbr mp3 cds ( my old apex ad-1200 had trouble with these ) .
apex,output through component connections looks very good  on my non-hd tv .
apex,bad :
apex,i ve had this player for several months and it reads most discs  but it would not recognize several discs that were clean and read on other players ( from friends season 2 ) .
apex,"it would just spin up and stop  and display "" no disc "" ."
apex,my other gripe is the incredibly crappy remote  which is worse than other  cheaper apex units .
apex,for some reason they made the navigation buttons all one button  a ring around the enter / play button .
apex,you have to press the buttons hard and frequently i end up pressing enter when i meant to scroll .
apex,"also  for some reason the picture looks washed out on s-video  with lots of color bleeding  compared to a component connection ( should not be much of a perceptible difference on a 27 "" tv )."
apex,ok this is our first dvd player so what do i know .
apex,i like the auto fit feature = you can stretch widescreen dvd s to normal .
apex,lot s of other features that i need to find out about .
apex,things that i d prefer different - there s a red light that shines when it s turned off !
apex,and the remote is cheap and cheasy - not sure how long it ll last  but for 50 bucks what the heck !
apex,compusa  memorex  fuji .
apex,plays them all .
apex,i ordered 2 .
apex,i wanted a dvd player that had basic features and would be able to play dvd - r format disc s that i had made myself .
apex,easy to use  small form factor  and looks good to boot .
apex,very happy !
apex,i wish i could give negative stars !
apex,i bought this dvd player in november .
apex,i have an apex ad600 for a few years now which still works great today .
apex,i figured with a great first product and with this one having more features than the 600 i would buy one .
apex,what a mistake !
apex,i ve tried several dvd s and even new ones do the same thing .
apex,i have ice age and it keeps telling me no disc .
apex,i ve tried someone elses and the same thing happens .
apex,i just want to at least try an exchange but you can t get through to their number  it s always busy .
apex,that makes sense though  with all the substandard products they make .
apex,do not buy this product or any apex product unless you are looking to be frustrated and lose money !
apex,i bought this as a gift for my sister .
apex,i ve attempted to connect this unit to several different tvs  using a multitude of connection methods  and i still can t get a video signal from the machine .
apex,i highly regret trying to save a few $ with this purchase .
apex,the most recent is that it will stop responding to the on/off button .
apex,the light goes from red to green but no display or any operation whatsoever .
apex,i end up unplugging it from the wall for a few hours and when i try again it will work fine.at least until this problem arises again .
apex,i ve registered this unit at www.apexdigialinc.com and listed the problem .
apex,i ve sent 10 e-mails to their customer service department requesting an ra with no response .
apex,i ve called the service number and if it s not busy  it rings forever then eventually dumps you .
apex,once i actually got to an answering machine and left a message .
apex,still no response .
apex,i will never purchase anything from this company ever again and have logged my complaint with the bbb .
apex,i bought this player as a christmas present for my wife .
apex,3/4 way through the first disk we played on it ( naturally on 31 days after purchase ) the dvd player froze .
apex,now it will not load any disk or just says that there is no disk .
apex,i should nt have been cheap  should have bought a toshiba .
apex,i bought this product from amazon .
