,domain,sentence,aspects
3559,apex,unfortunately it can t play all of the dvd .,"['it', 't', 'all', 'the dvd']"
3560,apex,i have several tv shows on dvd so they are divided by episode .,"['i', 'several tv shows', 'dvd', 'they', 'episode']"
3561,apex,on 2 dvds so far it refuses to play certain episodes with no problems on the others on the dvd .,"['2 dvds', 'it', 'certain episodes', 'no problems', 'the others', 'the dvd']"
3562,apex,luckily i also have a ps2 which can play those episodes the player can t .,"['i', 'a ps2', 'which', 'those episodes', 'the player']"
3563,apex,unfortunately i bought a player because the ps2 could nt play all my dvds  and now the player can t play everything .,"['i', 'a player', 'the ps2', 'all my dvds', 'the player', 't', 'everything']"
3564,apex,i purchased this as a christmas gift for my husband .,"['i', 'this', 'a christmas gift', 'my husband']"
3565,apex,we tried it out christmas night and it worked great .,"['we', 'it', 'it']"
3566,apex,even viewed cds full of jpgs .,"['cds', 'jpgs']"
3567,apex,we did nt get to use it again for over a month ( sad  i know ) .,"['we', 'it', 'over a month', 'i']"
3568,apex,we saw reviews that said the same thing  and also saw here that their customer service stinks .,"['we', 'reviews', 'that', 'the same thing']"
3569,apex,though we were past the deadline for returns ( by a few days )  i contacted amazon right away and pleaded for help .,"['we', 'the deadline', 'returns', 'a few days', 'i', 'amazon', 'help']"
3570,apex,they authorized my late return  and hopefully they are giving apex heck .,"['they', 'my late return', 'they', 'apex heck']"
3571,apex,i hate apex but love amazon  and i tell everyone .,"['i', 'apex', 'love amazon', 'i', 'everyone']"
3572,apex,do not buy this player .,['this player']
3573,apex,"we ve purchased 3 universal remotes so far-all claiming to work "" apex "" dvd players and none worked .","['we', '3 universal remotes', 'all', '"" apex "" dvd players', 'none']"
3574,apex,called customer service and basically was told to either keep buying univ. remotes to try or buy the replacement remote for $ 23 ( which is almost half of what i paid for the whole player ) .,"['customer service', 'the replacement remote', 'which', 'almost half', 'what', 'i', 'the whole player']"
3575,apex,if anybody knows of a remote to work this-i d love to hear from you !,"['anybody', 'a remote', 'this', 'i d love', 'you']"
3576,apex,( on here of course ) also  a couple dvd s would nt play and they were new ones !,"['course', 'also  a couple dvd s', 'they', 'new ones']"
3577,apex,i had to return the remote on this product because it appeared to be defective .,"['i', 'the remote', 'this product', 'it']"
3578,apex,it took over 2 months and repeated follow-up to get it replaced .,"['it', 'over 2 months', 'repeated follow-up', 'it']"
3579,apex,the customer service dept did not list a toll free number and it was a real hassle to get through on their regular line .,"['the customer service dept', 'a toll free number', 'it', 'a real hassle', 'their regular line']"
3580,apex,i would not be inclined to purchase an apex product again .,"['i', 'an apex product']"
3581,apex,door broke after a month .,"['door', 'a month']"
3582,apex,unit took forever since the begiining to recognize and play discs .,"['unit', 'the begiining', 'discs']"
3583,apex,forget about it .,['it']
3584,apex,it s money down the drain .,"['it', 'money', 'the drain']"
3585,apex,get cheaper panasonics or toshibas or even sonys .,"['cheaper panasonics', 'toshibas', 'even sonys']"
3586,apex,well  it was nice while it lasted .,"['it', 'it']"
3587,apex,after @ 3 months  it stoppped playing higher number scenes on dvds .,"['3 months', 'it', 'higher number scenes', 'dvds']"
3588,apex,i had hoped this was bought from walmart so that i could return it !,"['i', 'this', 'walmart', 'i', 'it']"
3589,apex,it sends discoutinous signals to tv  so the tv has the pictures for one moment and has only the white noise for the other moment .,"['it', 'discoutinous signals', 'the tv', 'the pictures', 'one moment', 'only the white noise', 'the other moment']"
3590,apex,the other thing i do nt like about this 2600 is that it makes the color look over saturated .,"['the other thing', 'i', 'this', 'it', 'the color']"
3591,apex,maybe it s good for tvs with not so good color settings  but not good for my tv that already has very vibrant pictures .,"['it', 'tvs', 'not so good color settings', 'my tv', 'that', 'very vibrant pictures']"
3592,apex,i purchased the ad2600 after feeling comfortable with the reviews i read here on amazon .,"['i', 'the ad2600', 'the reviews', 'i', 'amazon']"
3593,apex,as soon as i lifted the unit out of the box  i questioned my judgement .,"['i', 'the unit', 'the box', 'i', 'my judgement']"
3594,apex,there were sharp screw tips on the underside of the unit coming from inside that were obviously used to anchor the internal control board .,"['sharp screw tips', 'the underside', 'the unit', 'that', 'the internal control board']"
3595,apex,after hooking the thing up  i found that it would only played less than 50 % of the dvds i put in it .,"['the thing', 'i', 'it', 'less than 50 %', 'the dvds', 'i', 'it']"
3596,apex,most of the dvds i was trying were fairly new and were in great condition .,"['the dvds', 'i', 'great condition']"
3597,apex,the dvd player just wouldt recognize them .,"['the dvd player', 'them']"
3598,apex,it would spin  read  spin some more and then show on the display that there was no disc .,"['it', 'read  spin', 'the display', 'no disc']"
3599,apex,i ended up sending the unit back to amazon .,"['i', 'the unit', 'amazon']"
3600,apex,now it would have gotten 5 stars had this baby come with features to upgrade the firmware and was able to play divx or avi videos .,"['it', '5 stars', 'this baby', 'features', 'the firmware', 'divx', 'avi videos']"
3601,apex,but for $ 49.99 go get one !,[]
3602,apex,features and looks this dvd player is overpriced had it come with sony or one of the other top brand names .,"['features', 'this dvd player', 'it', 'sony', 'the other top brand names']"
3603,apex,i have not even used my new dvd player and already i am disapointed !,"['i', 'my new dvd player', 'i']"
3604,apex,i have been trying for over a week to contact apex .,"['i', 'over a week', 'contact apex']"
3605,apex,they will not respond to my emails ( promised turnaround time is 24 hours ) and the phone line is constantly busy .,"['they', 'my emails', 'turnaround time', '24 hours', 'the phone line']"
3606,apex,all i am looking for is a rebate form !,"['all', 'i', 'a rebate form']"
3607,apex,i accually did nt buy the apex ad-2600 from amazon but  the reviews i found here helped me purchase it .,"['i', 'the apex ad-2600', 'amazon', 'the reviews', 'i', 'me', 'it']"
3608,apex,i have owned an apex ad-3201 for close to 3 years now and i love that deck .,"['i', 'an apex ad-3201', 'close to 3 years', 'i', 'that deck']"
3609,apex,because of it s hidden features ( no macrovision  non-regional ) i keep this baby around to watch non-american region dvd s .,"['it', 'hidden features', 'no macrovision', 'i', 'this baby', 'non-american region dvd s']"
3610,apex,however  the ad-2600 does nt have this feature ( for now ) .,"['the ad-2600', 'this feature']"
3611,apex,the cool thing about the ad-2600 it plays alot of different file like mp3  wma cds  jpeg and kodak picture cds  dvd s  dvd - / + r s .,"['the cool thing', 'the ad-2600', 'it', 'alot', 'different file', 'mp3', 'cds  jpeg and kodak picture cds  dvd s  dvd', '+ r s']"
3612,apex,it s not a listed feature but  the one thing that sold the unit is that it plays mpeg video .,"['it', 'a listed feature', 'the one thing', 'that', 'the unit', 'it', 'mpeg video']"
3613,apex,for the money apex machines have good features .,"['the money apex machines', 'good features']"
3614,apex,you can t find the mpeg playback on high priced units .,"['you', 'the mpeg', 'high priced units']"
3615,apex,it s low profile  space saving design looks nice .,"['it', 'low profile  space saving design']"
3616,apex,i received this dvd player free with the purchase of a palm tungsten e from officemax .,"['i', 'this dvd player', 'the purchase', 'a palm tungsten e', 'officemax']"
3617,apex,this is the second apex dvd player i ve had - and the last .,"['this', 'the second apex dvd player', 'i']"
3618,apex,my first player ( model ad-500a ) went into the trash about 6 months after i bought it .,"['my first player', 'model', 'ad-500a', 'the trash', 'i', 'it']"
3619,apex,same story as everybody else when trying to get service from apex - nothing .,"['same story', 'everybody', 'service', 'apex', 'nothing']"
3620,apex,pay a few more bucks and get something else - it ll be worth it in the long run .,"['a few more bucks', 'something', 'it', 'the long run']"
3621,apex,i was surprised to find that not only could this dvd player play mpeg2 format which allowed me to stack 2 movies on a dvd  but it also was able to play vob files which i created with smart ripper .,"['i', 'this dvd player', 'mpeg2 format', 'which', 'me', '2 movies', 'a dvd', 'it', 'vob files', 'which', 'i', 'smart ripper']"
3622,apex,the aff feature did a great job converting the letterbox to fill 3/4 of the screen and the image still looked normal .,"['the aff feature', 'a great job', 'the letterbox', 'the screen', 'the image']"
3623,apex,loved the slim design .,['the slim design']
3624,apex,this unit was working fine for the 1st month and a half and then the color signal disappeared .,"['this unit', 'the 1st month', 'a half', 'the color signal']"
3625,apex,apex has still not responded to my email describing the problem after almost a week and their customer service line is always busy .,"['apex', 'my email', 'the problem', 'almost a week', 'their customer service line']"
3626,apex,it plays all my back-ups  + or -  and everything else i have put in it without a hick up .,"['it', 'all my back-ups', 'everything', 'i', 'it', 'a hick']"
3627,apex,audio is excellent .,['audio']
3628,apex,well worth the money .,['the money']
3629,apex,after having bought and been disappointed in another brand of dvd player  i purchased the apex ad2600 from amazon and first of all i should say it was delivered much more quickly than i had expected .,"['another brand', 'dvd player', 'i', 'the apex', 'amazon', 'all', 'i', 'it', 'i']"
3630,apex,( good going  amazon ).,['amazon']
3631,apex,i am very pleased with the apex ad2600.it plays just about anything you put in the drawer .,"['i', 'the apex', 'ad2600.it', 'anything', 'you', 'the drawer']"
3632,apex,so far i ve played regular dvd s  backup dvd-r s  mp3 cd s  and regular cd s .,"['i', 'dvd-r s']"
3633,apex,i have not yet tried the photo show capability  but i m thinking that will probably work well too  based on the success with the above mentioned disks .,"['i', 'the photo show capability', 'i', 'that', 'the success', 'the above mentioned disks']"
3634,apex,i do want to mention too that it is certainly worthwhile to read the instruction manual that comes with the unit .,"['i', 'it', 'the instruction manual', 'that', 'the unit']"
3635,apex,the comments i ve read about having problems with this dvd player all seem to stem from pushing the incorrect buttons on the dvd remote.for instance  pushing the button to play pal ( european type ) movies  when an ntsc ( usa type ) movie disk is in the disk tray .,"['the comments', 'i', 'problems', 'this dvd player', 'all', 'the incorrect buttons', 'the dvd remote.for instance', 'the button', 'pal', 'european type', 'movies', 'usa type', 'the disk tray']"
3636,apex,so  if you read the instructions well  you should nt have any problems with this dvd unit .,"['you', 'the instructions', 'you', 'any problems', 'this dvd unit']"
3637,apex,i can t speak to its long-term reliability  as i ve only had the apex ad2600 for a little over a week at this point .,"['i', 't', 'its long-term reliability', 'i', 'the apex', 'a little over a week', 'this point']"
3638,apex,bottom line for me is that for the price i do nt think you can go wrong at all by purchasing this dvd player .,"['bottom line', 'me', 'the price', 'i', 'you', 'this dvd player']"
3639,apex,wow !,[]
3640,apex,comes with standard rca jacks for output  along with s-video output ( s-video cable not included  must be purchased seperately ) and also component video outputs .,"['standard rca jacks', 'output', 's-video output', '( s-video cable', 'video outputs']"
3641,apex,the progressive scan option can be turned off easily by a button on the remote control which is one of the simplest and easiest remote controls i have ever seen or used .,"['the progressive scan option', 'a button', 'the remote control', 'which', 'the simplest and easiest remote controls', 'i']"
3642,apex,"i also own an "" apex ad 1201 "" dvd player and have had no problems with it since i purchased it almost 1 1/2 years ago .","['i', 'an "" apex ad 1201 "" dvd player', 'no problems', 'it', 'i', 'it']"
3643,apex,one big difference between the 1201 and the 2600 models is that the 2600 model is virtually silent .,"['one big difference', 'the 2600 models', 'the 2600 model']"
3644,apex,and does nt need to be placed in a cabinet like the 1201 does .,['a cabinet']
3645,apex,friends of mine who own apex tv sets are also all very pleased .,"['friends', 'mine', 'who', 'apex tv sets']"
3646,apex,i would not hesitate to purchase this if you are uncertain of the brand name .,"['i', 'this', 'you', 'the brand name']"
3647,apex,consider it for a future gift too !,"['it', 'a future gift']"
3648,apex,this dvd play is basicly junk .,"['this dvd play', 'basicly junk']"
3649,apex,keeps coming up with no disk errors .,['no disk errors']
3650,apex,i tried called apex cust service  no help .,"['i', 'apex cust service', 'no help']"
3651,apex,do nt waste your money .,['your money']
3652,apex,this is the 4 apex player that i have bought .,"['this', 'the 4 apex player', 'that', 'i']"
3653,apex,you might think you are saving money by buying an apex but in the long run you will spend more .,"['you', 'you', 'money', 'an apex', 'the long run', 'you']"
3654,apex,you can get a pretty good progressive scan sony or toshiba now for 68 bucks just about anywhere .,"['you', 'a pretty good progressive scan sony', '68 bucks']"
3655,apex,spend the money its well worth it .,['the money']
3656,apex,this is the best dvd player i ve purchased .,"['this', 'the best dvd player', 'i']"
3657,apex,i ve owned a panasonic and sony dvd and this one outperforms in function and image quality and most of all  access speed .,"['i', 'a panasonic', 'sony dvd', 'this one outperforms', 'function', 'image quality', 'all  access speed']"
3658,apex,for those of you who has problems with this player  i d suggest checking the owners manual to get the right setting so that you are not displaying the wrong mode and have no picture  etc.,"['those', 'you', 'who', 'problems', 'this player', 'i', 'the owners', 'the right setting', 'you', 'the wrong mode', 'no picture']"
3659,apex,this player has worked flawlessly for me and at this price  you can t go wrong .,"['this player', 'me', 'this price', 'you', 't']"
3660,apex,80 % of the features on here you will not get by spending $ 100 on a sony or panasonic .,"['the features', 'you', 'a sony', 'panasonic']"
3661,apex,"having said that  this is what you do . "" add to cart "" !","['this', 'what', 'you', 'cart']"
3662,apex,""" check out "" !",[]
3663,apex,""" enjoy "" !",[]
3664,apex,i have sent my ad2600 back to apex because it wo nt play certain disney and other dvd movies ( no disc message ) .,"['i', 'my ad2600', 'apex', 'it', 'certain disney', 'other dvd movies', 'no disc message']"
3665,apex,they sent me a new ad2600 with the same problem .,"['they', 'me', 'a new ad2600', 'the same problem']"
3666,apex,i call apex customer service and they told me that there is a known problem with the model playing disney and other movies and that it is not there problem so i m stuck with a new dvd player that wo nt play my kids disney movies .,"['i', 'apex customer service', 'they', 'me', 'a known problem', 'the model', 'disney', 'other movies', 'it', 'problem', 'i', 'a new dvd player', 'that', 'my kids', 'disney movies']"
3667,apex,i bought this dvd player mainly because my old sharp dvd player could not play most of the dvds from the store that i rent from and i had to watch them using my pc s dvd-rom player .,"['i', 'this dvd player', 'my old sharp dvd player', 'the dvds', 'the store', 'that', 'i', 'i', 'them', 'my pc s dvd-rom player']"
3668,apex,well  this apex dvd player turned out great !,['this apex dvd player']
3669,apex,i have to say i m also pretty impressed by the user interface for playing jpeg  mp3 and mpeg files stored on cd-rs / dvds .,"['i', 'i', 'the user interface', 'jpeg  mp3', 'mpeg files', 'cd-rs / dvds']"
3670,apex,it s almost like having a media player / file manager built into the dvd player .,"['it', 'a media player / file manager', 'the dvd player']"
3671,apex,i did not want to have high expectations for this apex player because of the price but it is definitely working out much better than what i would expect from an expensive high-end player .,"['i', 'high expectations', 'this apex player', 'the price', 'it', 'what', 'i', 'an expensive high-end player']"
3672,apex,what more can you ask for from a $ 40 dvd player ?,"['you', 'a $ 40 dvd player']"
3673,apex,i guess i m just lucky to get a good working unit !,"['i', 'i', 'a good working unit']"
3674,apex,hope the unit lasts as i ve only had it for 3 days .,"['the unit', 'i', 'it', '3 days']"
3675,apex,one bad thing though  i find the remote-control a bit flimsy and i predict it will most probably  die  before the player does .,"['one bad thing', 'i', 'the remote-control', 'i', 'it', 'the player']"
3676,apex,finally  amazon s free shipping is really getting good  it took only 3 working days for the player to reach me !,"['amazon s free shipping', 'it', 'only 3 working days', 'the player', 'me']"
3677,apex,i purchased two of these players for christmas gifts  and both were bad .,"['i', 'these players', 'christmas gifts', 'both']"
3678,apex,the first one would nt work from the start .,"['the first one', 'the start']"
3679,apex,the second lasted about two weeks before the video went out !,['the video']
3680,apex,amazon.com promptly refunded my money for the first one  because a replacement was not available ( thanks amazon.com !,"['my money', 'the first one', 'a replacement']"
3681,apex,i am still trying to resolve the problem with the second one .,"['i', 'the problem', 'the second one']"
3682,apex,i will never buy another apex digital product !,"['i', 'another apex digital product']"
3683,apex,for the most part this is a good dvd player .,"['the most part', 'this', 'a good dvd player']"
3684,apex,but about 25 % of dvd s i ve played on ithave a problem  when watching a movie the picture will freeze  but the dvd still plays  and eventualy the picture kicks back in after skipping a few moments .,"['about 25 %', 'dvd s', 'i', 'a problem', 'a movie', 'the picture', 'the dvd', 'eventualy', 'the picture', 'a few moments']"
3685,apex,usually i just skip to the next chapter to avoid it .,"['i', 'the next chapter', 'it']"
3686,apex,annoying .,[]
3687,apex,it is connected to an old television set via composite video and analog audio outputs .,"['it', 'an old television', 'composite video', 'analog audio outputs']"
3688,apex,there was neither picture nor sound .,"['neither picture', 'sound']"
3689,apex,connecting the same outputs to a video card in my computer  there was sound but still no picture .,"['the same outputs', 'a video card', 'my computer', 'sound', 'still no picture']"
3690,apex,the trouble shooting section in the user s manual  suggesting correct and secure connections  does nt help .,"['the trouble shooting section', 'the user s manual', 'correct and secure connections']"
3691,apex,i searched on the internet and found one tip which solved our problem : press i/p button on the remote control .,"['i', 'the internet', 'one tip', 'which', 'our problem', 'i/p button', 'the remote control']"
3692,apex,it makes the dvd player to switch between interlace mode and progressive scan mode .,"['it', 'the dvd player', 'interlace mode', 'progressive scan mode']"
3693,apex,obviously there is no composite video output and different analog audio signals at progressive scan mode .,"['no composite video output', 'different analog audio signals', 'progressive scan mode']"
3694,apex,we are overall pleased with product .,"['we', 'product']"
3695,apex,i would have rated it five stars but for the poor manual .,"['i', 'it', 'the poor manual']"
3696,apex,i think most of you people complaining about no video is due to you hitting the wrong button either the p/n = pal / ntsc or the i/p is set to progressive scan .,"['i', 'you', 'people', 'no video', 'you', 'the wrong button', 'either the p/n = pal / ntsc', 'the i/p', 'progressive scan']"
3697,apex,another stupid move .,['another stupid move']
3698,apex,i purchased this as a christmas gift on 12-4 - 03 .,"['i', 'this', 'a christmas gift']"
3699,apex,it worked from 12-26 to 1-9 at which time the picture failed completely ( see other negative reviews-my unit was nt the only one this happened to . ),"['it', 'which time', 'the picture', 'other negative reviews', 'my unit', 'the only one', 'this']"
3700,apex,i tried calling the support number for a week  several times a day  and always got a busy signal .,"['i', 'the support number', 'a week', 'a busy signal']"
3701,apex,i also registered the unit online and posted two messages to the apex support person ( there can t possibly be more than one !,"['i', 'the unit', 'two messages', 'the apex support person', 't']"
3702,apex,neither message was answered ( they ask for 24 hours before replying - i ve been waiting 27 days . ),"['neither message', 'they', '24 hours', 'replying', 'i']"
3703,apex,i finally returned the unit to the company along with copies of my messages and return info .,"['i', 'the unit', 'the company', 'copies', 'my messages', 'info']"
3704,apex,let me quote a customer service rep from one of the authorized apex service locations in my state ( they only service apex tv s  not dvd players ) :,"['me', 'a customer service rep', 'the authorized apex service locations', 'my state', 'they']"
3705,apex,""" you can send it in  but i would nt count on ever seeing it or a replacement again .","['you', 'it', 'i', 'it', 'a replacement']"
3706,apex,it only read the dvds 10 % of the time  otherwise i would get a no disc screen .,"['it', 'the dvds', '10 %', 'the time', 'i', 'a no disc screen']"
3707,apex,i got this dvd player as a gift and had to send it back .,"['i', 'this dvd player', 'a gift', 'it']"
3708,apex,amazon was supposed to send me another one  but did nt and sent me a gift certificate instead ( i m guessing because the price has gone up on this unit since december ).,"['amazon', 'me', 'another one', 'me', 'a gift certificate', 'i', 'the price', 'this unit', 'december']"
3709,apex,good :,[]
3710,apex,progressive scan player for a relatively low price ( although the better known manufacturers like toshiba  pioneer  and panasonic are now offering lower-priced progressive scan players as well ) .,"['progressive scan player', 'a relatively low price', 'the better known manufacturers', 'toshiba  pioneer', 'panasonic', 'lower-priced progressive scan players']"
3711,apex,seems to read most dvds fine  and reads quietly ( i had a pioneer player that had fairly loud disc spin noise ) .,"['most dvds fine', 'i', 'a pioneer player', 'that', 'fairly loud disc spin noise']"
3712,apex,also  i have not had trouble reading svcds that i created and vbr mp3 cds ( my old apex ad-1200 had trouble with these ) .,"['i', 'trouble', 'i', 'my old apex ad-1200', 'trouble', 'these']"
3713,apex,output through component connections looks very good  on my non-hd tv .,"['output', 'component connections', 'my non-hd tv']"
3714,apex,bad :,[]
3715,apex,i ve had this player for several months and it reads most discs  but it would not recognize several discs that were clean and read on other players ( from friends season 2 ) .,"['i', 'this player', 'several months', 'it', 'most discs', 'it', 'several discs', 'that', 'other players', 'friends season']"
3716,apex,"it would just spin up and stop  and display "" no disc "" .","['it', 'no disc']"
3717,apex,my other gripe is the incredibly crappy remote  which is worse than other  cheaper apex units .,"['my other gripe', 'the incredibly crappy remote', 'which', 'other  cheaper apex units']"
3718,apex,for some reason they made the navigation buttons all one button  a ring around the enter / play button .,"['some reason', 'they', 'the navigation buttons', 'all one button', 'the enter', 'button']"
3719,apex,you have to press the buttons hard and frequently i end up pressing enter when i meant to scroll .,"['you', 'the buttons', 'i', 'enter', 'i']"
3720,apex,"also  for some reason the picture looks washed out on s-video  with lots of color bleeding  compared to a component connection ( should not be much of a perceptible difference on a 27 "" tv ).","['some reason', 'the picture', 's', '-', 'video', 'lots', 'color bleeding', 'a component connection', 'a perceptible difference', 'a 27 "" tv']"
3721,apex,ok this is our first dvd player so what do i know .,"['this', 'our first dvd player', 'what', 'i']"
3722,apex,i like the auto fit feature = you can stretch widescreen dvd s to normal .,"['i', 'the auto fit feature', '=', 'you']"
3723,apex,lot s of other features that i need to find out about .,"['lot s', 'other features', 'that', 'i']"
3724,apex,things that i d prefer different - there s a red light that shines when it s turned off !,"['things', 'that', 'a red light', 'that', 'it']"
3725,apex,and the remote is cheap and cheasy - not sure how long it ll last  but for 50 bucks what the heck !,"['the remote', 'it', '50 bucks']"
3726,apex,compusa  memorex  fuji .,"['compusa', 'memorex  fuji']"
3727,apex,plays them all .,"['them', 'all']"
3728,apex,i ordered 2 .,['i']
3729,apex,i wanted a dvd player that had basic features and would be able to play dvd - r format disc s that i had made myself .,"['i', 'a dvd player', 'that', 'basic features', 'dvd - r format', 'that', 'i', 'myself']"
3730,apex,easy to use  small form factor  and looks good to boot .,['small form factor']
3731,apex,very happy !,[]
3732,apex,i wish i could give negative stars !,"['i', 'i', 'negative stars']"
3733,apex,i bought this dvd player in november .,"['i', 'this dvd player', 'november']"
3734,apex,i have an apex ad600 for a few years now which still works great today .,"['i', 'an apex', 'ad600', 'a few years', 'which']"
3735,apex,i figured with a great first product and with this one having more features than the 600 i would buy one .,"['i', 'a great first product', 'this one', 'more features', 'i']"
3736,apex,what a mistake !,['what a mistake']
3737,apex,i ve tried several dvd s and even new ones do the same thing .,"['i', 'several dvd s', 'even new ones', 'the same thing']"
3738,apex,i have ice age and it keeps telling me no disc .,"['i', 'ice age', 'it', 'me', 'no disc']"
3739,apex,i ve tried someone elses and the same thing happens .,"['i', 'someone elses', 'the same thing']"
3740,apex,i just want to at least try an exchange but you can t get through to their number  it s always busy .,"['i', 'an exchange', 'you', 'their number', 'it']"
3741,apex,that makes sense though  with all the substandard products they make .,"['that', 'sense', 'all the substandard products', 'they']"
3742,apex,do not buy this product or any apex product unless you are looking to be frustrated and lose money !,"['this product', 'any apex product', 'you', 'money']"
3743,apex,i bought this as a gift for my sister .,"['i', 'this', 'a gift', 'my sister']"
3744,apex,i ve attempted to connect this unit to several different tvs  using a multitude of connection methods  and i still can t get a video signal from the machine .,"['i', 'this unit', 'several different tvs', 'a multitude', 'connection methods', 'i', 't', 'a video signal', 'the machine']"
3745,apex,i highly regret trying to save a few $ with this purchase .,"['i', 'this purchase']"
3746,apex,the most recent is that it will stop responding to the on/off button .,"['it', 'the on/off button']"
3747,apex,the light goes from red to green but no display or any operation whatsoever .,"['the light', 'no display', 'any operation']"
3748,apex,i end up unplugging it from the wall for a few hours and when i try again it will work fine.at least until this problem arises again .,"['i', 'it', 'the wall', 'a few hours', 'i', 'it', 'this problem']"
3749,apex,i ve registered this unit at www.apexdigialinc.com and listed the problem .,"['i', 'this unit', 'the problem']"
3750,apex,i ve sent 10 e-mails to their customer service department requesting an ra with no response .,"['i', '10 e', '-', 'mails', 'their customer service department', 'an ra', 'no response']"
3751,apex,i ve called the service number and if it s not busy  it rings forever then eventually dumps you .,"['i', 'the service number', 'it', 'it', 'you']"
3752,apex,once i actually got to an answering machine and left a message .,"['i', 'an answering machine', 'a message']"
3753,apex,still no response .,['still no response']
3754,apex,i will never purchase anything from this company ever again and have logged my complaint with the bbb .,"['i', 'anything', 'this company', 'my complaint', 'the bbb']"
3755,apex,i bought this player as a christmas present for my wife .,"['i', 'this player', 'a christmas present', 'my wife']"
3756,apex,3/4 way through the first disk we played on it ( naturally on 31 days after purchase ) the dvd player froze .,"['the first disk', 'we', 'it', '31 days', 'purchase', 'the dvd player']"
3757,apex,now it will not load any disk or just says that there is no disk .,"['it', 'any disk', 'no disk']"
3758,apex,i should nt have been cheap  should have bought a toshiba .,"['i', 'a toshiba']"
3759,apex,i bought this product from amazon .,"['i', 'this product', 'amazon']"
3760,apex,after using it for just a month  i could not play any dvd .,"['it', 'just a month', 'i', 'any dvd']"
3761,apex,i can only hear the sound but no picture !,"['i', 'the sound', 'no picture']"
3762,apex,their customer ( www.apexdigitalinc.com ) service is very poor .,['their customer ( www.apexdigitalinc.com ) service']
3763,apex,no contact phone number  only eamil contact which did not respond me .,"['no contact phone number', 'only eamil contact', 'which', 'me']"
3764,apex,i bought this player during a christmas sale at an excellent price .,"['i', 'this player', 'a christmas sale', 'an excellent price']"
3765,apex,however  i should have followed my instincts :,"['i', 'my instincts']"
3766,apex,you get what you pay for .,"['you', 'what', 'you']"
3767,apex,one of the dvd s i received as a christmas present kept freezing .,"['the dvd s', 'i', 'a christmas present']"
3768,apex,some dvd s i rented would not play .,"['some dvd s', 'i']"
3769,apex,now  i suddenly have no picture .,"['i', 'no picture']"
3770,apex,i will say this .,"['i', 'this']"
3771,apex,when the player was working it was great but .,"['the player', 'it']"
3772,apex,the physical appearance of this apex compared to one previous ( ad1100w ) is most appreciated .,"['the physical appearance', 'this apex', 'ad1100w']"
3773,apex,the prior one looked and felt lightweight  cheesy  and assembled by the oppressed :,"['the prior one', 'lightweight  cheesy']"
3774,apex,i purchased it for it s easy ability to accept cd-r hacks .,"['i', 'it', 'it', 'easy ability', 'cd-r hacks']"
3775,apex,i used it lightly  and it lasted just over one year ( forgot to kill the power one day  and now it only plays dvds ).,"['i', 'it', 'it', 'the power', 'it', 'dvds']"
3776,apex,back to the 2600 :,[]
3777,apex,1 .,[]
3778,apex,it does nt smell like burning plastic when you open the drive .,"['it', 'burning plastic', 'you', 'the drive']"
3779,apex,2 .,[]
3780,apex,without a doubt the finest looking apex dvd player that i ve seen .,"['a doubt', 'that', 'i']"
3781,apex,3 .,[]
3782,apex,excellent picture quality - on par with my pioneer  panasonic  and jvc players .,"['excellent picture quality - on par', 'my pioneer  panasonic', 'jvc players']"
3783,apex,4 .,[]
3784,apex,remote : you can stand it on end ( harder to lose )  and it s far better designed than the 1100s .,"['you', 'it', 'end', 'it', 'the 1100s']"
3785,apex,anyway  the initial impression is much better than when i opened the box on the 1100 over a year ago - you can telll that apex is trying harder to improve their product .,"['the initial impression', 'i', 'the box', 'a year', 'you', 'that apex', 'their product']"
3786,apex,i d have given it 5 stars  but i m waiting to see if this one holds up to more frequent use than the last one :,"['i', 'it', '5 stars', 'i', 'this one', 'more frequent use', 'the last one']"
3787,apex,with progressive scan  i expect it to play play play - and give my old pioneer a rest .,"['progressive scan', 'i', 'it', 'play play', 'my old pioneer', 'a rest']"
3788,apex,first of all  i bought this dvd as a christmas present for my girlfriend and i am somewhat disappointed .,"['all', 'i', 'this dvd', 'a christmas present', 'my girlfriend', 'i']"
3789,apex,"unlike some of the other people who received a "" lemon ""  my dvd player came in perfect working condition .","['some', 'the other people', 'who', 'a "" lemon', 'my dvd player', 'perfect working condition']"
3790,apex,as a whole  the dvd player has a sleek design and works fine .,"['a whole  the dvd player', 'a sleek design']"
3791,apex,what disappointed me is the fact that it does not seem to read certain dvds .,"['what', 'me', 'the fact', 'it', 'certain dvds']"
3792,apex,"for example  i tried playing my new "" pirates of the carribean "" extra features dvd  but this dvd player can not read it .","['example', 'i', 'my new "" pirates', '"" extra features dvd', 'this dvd player', 'it']"
3793,apex,"at first i thought it is only a isolated incident  but i was proven wrong when the player would not read my "" alias "" dvds as well .","['i', 'it', 'only a isolated incident', 'i', 'the player', 'my "" alias "" dvds']"
3794,apex,this player seems to work fine with everything else .,"['this player', 'everything']"
3795,apex,so i do nt understand why it would not work with dvds that seem to have more features in them .,"['i', 'it', 'dvds', 'that', 'more features', 'them']"
3796,apex,i had apex regular ( non-progressive ) dvd-player for two years .,"['i', 'apex regular ( non-progressive ) dvd-player', 'two years']"
3797,apex,had no problem with it .,"['no problem', 'it']"
3798,apex,now  i thought it s time to upgrade .,"['i', 'it', 'time']"
3799,apex,so  i bought apex ad-2600 in november  03 from amazon .,"['i', 'apex ad-2600', 'november', 'amazon']"
